"Image","Actual word","Kernel size","Kernel type","Iterations","Without Filter","Opening","Closing","Erosion","Dilation","OC","CO","OCO","COC","Sharpened"
"7167.png","(f)",3,1,1,,,,,,,,,,
"7168.png","result",3,1,1,,,,,,,,,,"i}

C

nave"
"7169.png","product,",3,1,1,"product,","product,","product,","product,","product,","product,","product,","product,","product,","product,"
"717.png","concept",3,1,1,"CONCeEDp","CONCED","CONCeDp","CONCCD","CONCEeDp","CONCeED","CONCeED","CONCeED","CONCeED","CONCEP"
"7170.jpeg","them",3,1,1,"them","them","them","them","them","them","them","them","them","them"
"7171.png","A",3,1,1,,,,,,,,,,
"7172.png","played",3,1,1,"played","played","played","played","played","played","played","played","played",
"7173.jpeg","from",3,1,1,"from","from","from","from","from","from","from","from","from","from"
"7174.png","All",3,1,1,,,,"Aili",,,,,,
"7175.jpeg","for",3,1,1,"for","for","for","for","for","for","for","for","for","for"
"7176.png","media.",3,1,1,,,,,"Neda.",,,,,"mnecia:"
"7177.jpeg","allowed",3,1,1,"allowed","allowed","allowed","allowed","gllowed","cllowed","cllowed","cllowed","cllowed",
"7178.jpeg","gifts",3,1,1,"gifts","gifts","gifts","gifts","gifts","gifts","gifts","gifts","gifts",
"7179.png","leave",3,1,1,,,,,"leave",,,,,"ieave"
"718.jpeg","TO",3,1,1,,,,,,,,,,
"7180.jpeg","to",3,1,1,,,,,,,,,,
"7181.png","Design",3,1,1,"Design","Design","Design","Design","Design","Design","Design","Design","Design",
"7182.png","women’s",3,1,1,,,,,"women's",,,,,"women’s"
"7183.jpeg",153,3,1,1,,,,,,,,,,
"7184.png","its",3,1,1,,,,"its","its",,,,,
"7185.png","the",3,1,1,"tne","tne","tne",,"the","tne","tne","tne","tne","the"
"7186.png","in",3,1,1,"ir)","ir)","ir)","1)","ir)","nr)","ir)","n)","ir)","in"
"7187.jpeg","and",3,1,1,,,,"and","and",,,,,
"7188.jpeg","great",3,1,1,"great","great","great","great","great","great","great","great","great","great"
"7189.jpeg","IMMORTAL",3,1,1,"IMAMAORTAL","IMAMAORTAL","IMAMAORTAL","IMAMAORTAL","IMAMORTAL","IMAMAOCRTAL","IKAKAOCRTAL","IKMAMAOCRTAL","IKAKAOCRTAL",
"719.jpeg","the",3,1,1,,,"the","the","the","the","the","the","the","the"
"7190.png","Shri",3,1,1,,,,,,,,,,
"7191.jpeg","NOT",3,1,1,,,,,"—
Z",,,,,
"7192.png","“The",3,1,1,,,,,,,,,,
"7193.png","Distinguish",3,1,1,"Distinguish","Distinguish","Distinguish","Distinguish","Distinguish","Distinguish","Distinguish","Distinguish","Distinguish","Distinguish"
"7194.png","of",3,1,1,,,,,,,,,,
"7195.jpeg","during",3,1,1,"during","during","during",,"during","during","during","during","during","during"
"7196.jpeg","our`",3,1,1,"our","our.","our","our","Our","our","our","our","our","Our,"
"7197.jpeg","WERE",3,1,1,,,,,,,,,,
"7198.png","for",3,1,1,"for","for","for","tor","for","for","for","for","for","for"
"7199.jpeg","Novara",3,1,1,"Novara","Novara","Novara","Novara","Novara","Novara","Novara","Novara","Novara","Novara"
"72.jpeg","around",3,1,1,"around","around","around","around","around","around","around","around","around",
"720.png","opposition",3,1,1,"opposition","opposition","opposition","opposition","opposition","opposition","opposition","opposition","opposition","opposition"
"7200.png","in",3,1,1,"Sin","Sin","Sin","Sin","Sin","Sin","Sin","Sin","Sin",
"7201.jpeg","and",3,1,1,"and","and","and","and","and","and","and","and","and","and"
"7202.png","(i)",3,1,1,,,,,,,,,,
"7203.png","always",3,1,1,,,"always",,,,,,,
"7204.jpeg","of",3,1,1,,,,,,,,,,"'"
"7205.png","companies",3,1,1,"companies","companies","companies","companies","companies","companies","companies","companies","companies","companies"
"7206.png","can",3,1,1,,,,,,,,,,
"7207.png","social",3,1,1,"socia!","socia}","socia!",,"SsOcia!","socia!","socia!","sOocia!","socia!",
"7208.png","how",3,1,1,"how","how","how","how","how","how","how","how","how","how"
"7209.png","pencil",3,1,1,"pencil","pencil","pencil","pencil","pencil","pencil","pencil","pencil","pencil","pencil"
"721.png","[",3,1,1,,,,,,,,,,
"7210.png","Note",3,1,1,,,,,,,,,,
"7211.png","During",3,1,1,,,,,"During",,,,,"DOUG"
"7212.jpeg","to",3,1,1,"to","to","to","to","to","to","to","to","to",
"7213.jpeg","to",3,1,1,"to","to","ta","tO",,"fe)","fe)","fe)","to",
"7214.png","(ii)",3,1,1,,,,,,,,,,
"7215.jpeg","LIVE",3,1,1,"LIVE","LIVE","LIVE","lIVE","LIVE","LiVE","LiVE","LIVE","LiVE",
"7216.jpeg","BED",3,1,1,,,,,,,,,,
"7217.jpeg","HM",3,1,1,"Hit","HA","HAA","bh","HAA",,,,,
"7218.png","Micro",3,1,1,"Micro","MICro","Micro",,"MICTO","Micro","Micro","Micro","Micro","Micro"
"7219.jpeg","in",3,1,1,,,,,,,,,,
"722.png","stages",3,1,1,"stages","stages","stages","stages","Stages","stages","stages","stages","stages","CH"
"7220.png","and",3,1,1,"and","and","and","and","and","and","and","and","and","and"
"7221.png","Exchange",3,1,1,"Exchange","Exchange","Exchange","Exchange","Exchange","Exchange","Exchange","Exchange","Exchange","Exchange"
"7222.jpeg","casting",3,1,1,"casting","casting","casting","casting","casting","casting","casting","casting","casting","casting"
"7223.jpeg","to",3,1,1,"to","to","to","to","to","to","to","to","to",
"7224.png","between",3,1,1,,,,,,,,,,
"7225.png","Define",3,1,1,,,,,,,,,,
"7226.png","at",3,1,1,,,,,,,,,,"at"
"7227.jpeg","TEAR",3,1,1,"TRAR","TRAR","TEAR","TEAR","TEAR","TEAR","TEAR","TEAR","TEAR","TEAR"
"7228.jpeg","to ?",3,1,1,"to 2","to 2","to 2",,"TO 2","to 2","to 2","to 2","to 2","TO 2"
"7229.jpeg","made",3,1,1,"made","made","made","made","made","made","made","made","made","made"
"723.jpeg","UNOSTENTATIOUS",3,1,1,"UNOSTENTATIOUS","UNOSTENTATIOUS","LINOSTENTATIOUS","UNOSTENTATIOUS","LINOSTENTATIOUS","UNOSTENTATIOUS","LINOSTENTATIOUS","UNOSTENTATIOUS","LINOSTENTATIOUS","LUINQEQSTENTATIOUS"
"7230.png","Briefly",3,1,1,"Briefly","Briefly","Briefly","Briefly","Briefly","Briefly","Briefly","Briefly","Briefly","riety"
"7231.jpeg","DOWN",3,1,1,,,,,,,,,,"fool \"
"7232.jpeg","to",3,1,1,"lo","lo","fo","fa","lo","lo","lo","lo","lo",
"7233.png","environment",3,1,1,,,,,"environment",,,,,"ead

poate

Le.

aoe

it"
"7234.png","are",3,1,1,,,,,,,,,,
"7235.png","of",3,1,1,"otf","of","of","of","of","of","of","of","of","oT"
"7236.png","funds",3,1,1,,,,,,,,,,
"7237.png","?",3,1,1,,,,,,,,,,
"7238.png","broadened",3,1,1,,,,,,,,,,
"7239.png","negatively.",3,1,1,"negatively.","negatively.","negatively.","negatively.","negatively.","negatively.","negatively.","negatively.","negatively.","s

as pay fae
megan

,"
"724.jpeg","impossible",3,1,1,"impossible","impossible","impossible","impossible","impossible","impossible","impossible","impossible","impossible",
"7240.jpeg","an",3,1,1,"adn","adn","adn","an)","qn","adn","adn","adn","adn","Qn"
"7241.jpeg","his",3,1,1,"his","his","his","his","his","his","his","his","his","yas"
"7242.jpeg","is",3,1,1,"is","is","is","is",18,"is","is","is","is",
"7243.jpeg","THINGS",3,1,1,,,,,,,,,,
"7244.png","degree",3,1,1,"aegre","degre","aegre",,"aegre","aegre","degre","aegre","degre","cegre"
"7245.png","(b)",3,1,1,"(D}",,"(D}",,,,,,,
"7246.png","at",3,1,1,,,,,,,,,,"at"
"7247.jpeg","form",3,1,1,"form","form","form","form","form","form","form","form","form","form"
"7248.jpeg","and",3,1,1,"and","and","and","and","and","and","and","and","and","and"
"7249.png",15,3,1,1,,,,,,,,,,
"725.png","securitisation",3,1,1,"sacuritisation","sacuritisation","sacuritisation","sacuritisation","securitisation","sacuritisation","sacuritisation","sacuritisation","sacuritisation","securitisation"
"7250.png","a",3,1,1,,,,"priedins”",,,,,,
"7251.jpeg","some",3,1,1,"some","some","some",,"some","some","some","some","some","some"
"7252.png","is",3,1,1,"ris","ris","ris","ris","ris","ris","ris","ris","ris","ris"
"7253.jpeg","said",3,1,1,"said","said","said","saqid","said","said","said","said","said","said"
"7254.jpeg","IN",3,1,1,"IN","IN","IN","IN","IN","IN","IN","IN","IN",
"7255.jpeg","be",3,1,1,"he","he","he","he","he","he","he","he","he",
"7256.png","HALF-13",3,1,1,,,,,,,,,,
"7257.jpeg","spend",3,1,1,"soend","soend","soend","soend","soend","soend","soend","soend","soend","spend"
"7258.jpeg",84,3,1,1,"SA","SA","SA","SA","8A","8A","SA","8A","SA",84
"7259.png","""MNCs",3,1,1,,,,,,,,,,
"726.jpeg","my",3,1,1,"my","my","my","my","my","my","my","my","my","my"
"7260.png",200,3,1,1,,,,,,,,,,
"7261.png","OR",3,1,1,,,,,,,,,,
"7262.jpeg","LOOKED",3,1,1,"LOOKED","|1OOKED","1OOKED","|OOKED","|OQOKED","LOOKED","|1OOKED","LOOKED","|1OOKED","|LCQOKFID"
"7263.png","to",3,1,1,,,,,,,,,,
"7264.png","intervention",3,1,1,"t intervention","t intervention","t intervention",,"t intervention","t intervention","t intervention","t intervention","t intervention","t intervention"
"7265.png","the",3,1,1,"tne","tne","tne","tne","tne","tne","tne","tne","tne","the"
"7266.jpeg","pine;",3,1,1,"pine;","pine;","pine;","pine;","pine;","pine;","pine;","pine;","pine;","pine:"
"7267.png","Prudential,",3,1,1,,,,,,,,,,"Prucentlal"
"7268.png","Insurance",3,1,1,,,,,,,,,,"lmsurance"
"7269.jpeg","all",3,1,1,"ql","ql","ql",,"QI","ql","q||","ql","ql","QI"
"727.jpeg","the",3,1,1,"the","the",,"the",,,,,,
"7270.png","philosophy.",3,1,1,"onilosophy.","onilosophy.","onilosophy.","onilosophy.","onilosophy.","onilosophy.","onilosopohy.","onilosophy.","onilosophy.","onlosoohy,"
"7271.jpeg","his",3,1,1,"his","his","his","his","his","his","his","his","his","IS"
"7272.jpeg","as",3,1,1,"CIS","CS","CS","Cis","QS","OS","OS","ON","OS",
"7273.jpeg","watched",3,1,1,"watched","watched","watched","watched","watched","watched","watched","watched","watched","watched"
"7274.png","is",3,1,1,"IS","IS","IS","IS","IS","IS","IS","IS","IS","IS"
"7275.jpeg","the",3,1,1,,,,,"the",,,,,
"7276.jpeg","he",3,1,1,"he","he","he","he","he","he","he","he","he",
"7277.jpeg","in",3,1,1,"in","in","in","in)","in","in","in","in","in",
"7278.jpeg","OF",3,1,1,"OF","OF","OF","OF","OF","OF","OF","OF","OF","OF"
"7279.png","measures",3,1,1,,,,,"Mmessures",,,,,
"728.jpeg","HOW",3,1,1,,,,,,,,,,
"7280.jpeg","and",3,1,1,"and","and","and","and","and","and","and","and","and","and"
"7281.png","sales",3,1,1,,,,,,,,,,"sales"
"7282.png","vibrant",3,1,1,,,,,"viorani",,,,,"Vinorant"
"7283.jpeg","the",3,1,1,,,"the","the","the","the","the","the","the",
"7284.png","Resource",3,1,1,"Resource","Resource","Resource","Resource","Resource","Resource","Resource","Resource","Resource","Resouree"
"7285.jpeg","BEING",3,1,1,,,,,,,,,,
"7286.jpeg","rig",3,1,1,"rig","rig","rig","rig","rig","rig","rig","rig","rig",
"7287.jpeg","these",3,1,1,"these","these","these","these","these","these","these","these","these","these"
"7288.jpeg","Kellys",3,1,1,"Kellys","Kellys","Kellys","Kellys","Kellys","Kellys","Kellys","Kellys","Kellys","Kellys"
"7289.png","a",3,1,1,,,,,,,,,,
"729.jpeg","AND",3,1,1,"AND","AND","AND","AND","AND","AND","AND","AND","AND",
"7290.png","strategies",3,1,1,"strategies","strategies","Strategies","Strategies","Strategies","strategies","Strategies","Strategies","Strategies","Strategies"
"7291.png",12,3,1,1,,,,,,,,,,"oN
“oo"
"7292.png","this",3,1,1,,,,,,,,,,"“wm

vedenee"
"7293.png","Complaint",3,1,1,"Complaint","Complaint","Complaint","Complaint","Complaint","Complaint","Complaint","Complaint","Complaint","Compiaint"
"7294.jpeg","and",3,1,1,"and","and","and","and","and","and","and","and","and","and"
"7295.jpeg","the",3,1,1,,,,"the",,,,,,
"7296.png","global",3,1,1,"global","global","global","global","global","global","global","global","global","global"
"7297.png","the",3,1,1,,,,,,,,,,"th
a"
"7298.png","concept",3,1,1,"concept","concept","concept","concept","concept","concept","concept","concept","concept",
"7299.jpeg","worry",3,1,1,"worry","worry","worry","worry","worry","worry","worry","worry","worry","worry"
"73.png","Capital",3,1,1,"Capital","Capital","Capital","Capital","Capita!","Capital","Capital","Capital","Capital","Capital"
"730.png","the",3,1,1,,,,,,,,,,
"7300.jpeg","By",3,1,1,,,,,,,,,,
"7301.jpeg","AVER",3,1,1,,,,,"AVER",,,,,
"7302.png","(a)",3,1,1,,,,,,,,,,"ae
wo

eae”"
"7303.jpeg","the",3,1,1,,,"the","the","the","the","the","the","the",
"7304.jpeg","take",3,1,1,,,"take","take",,"take","take","take","take","tike"
"7305.jpeg","put",3,1,1,"put","put","put","put","put","put","put","put","put","put"
"7306.jpeg","and",3,1,1,"and","and","and",,"and","and","and","and","and","and"
"7307.png","the",3,1,1,,,,,,,,,,
"7308.png","know",3,1,1,,,,,"KNOW",,,,,"know"
"7309.jpeg","only",3,1,1,"only","only","only","only","only","only","only","only","only","only"
"731.png","the",3,1,1,,,,,,,,,,
"7310.jpeg","who",3,1,1,"who","who",,,"who","who",,"who",,"who"
"7311.jpeg","as",3,1,1,"ds","ds","ds","as","ds","Qs","ds","ds","ds","ds"
"7312.jpeg","never",3,1,1,"neve4r","neve4r","neve;r","never","never","neve;r","neve;r","never","never",
"7313.png","item",3,1,1,"item","item","item","item","item","item","item","item","item","item"
"7314.jpeg","at",3,1,1,"at","at","at","at","at","at","at","at","at","at"
"7315.jpeg","to",3,1,1,,,,,,,,,,
"7316.jpeg","an",3,1,1,"an","an","an",,"an","an","an","an","an","an"
"7317.jpeg","as",3,1,1,"as","as","as","as","as","as","as","as","as","as"
"7318.jpeg","daily",3,1,1,,,,,,,,,,"daily"
"7319.png","98%",3,1,1,,,,,,,,,,
"732.jpeg","oclock;",3,1,1,"oclock:","oclock:","oclock:","oclock:","oclock:","oclock:","oclock:","oclock:","oclock:",
"7320.png","your",3,1,1,,,,,,,,,,"JUT"
"7321.png","and",3,1,1,,,,,"and",,,,,
"7322.png","of",3,1,1,,,,,,,,,,
"7323.jpeg","""close",3,1,1,"""close","""close","""close","""close","""close","""close","""close","""close","""close","""close"
"7324.png","principles",3,1,1,"principles","principles","principles","principles","principles","principles","principles","principles","principles","principles"
"7325.jpeg","MIGHTY",3,1,1,,,,,"MIGHTY",,,,,"MIGITIY"
"7326.jpeg","and",3,1,1,"and","and","and","and","and","and","and","and","and","and"
"7327.jpeg","HAVE",3,1,1,,"HAVE",,,"HAVE",,,,,"HAVE"
"7328.png","debt",3,1,1,,,,,,,,,,
"7329.jpeg","or:",3,1,1,"or:","or:","or:","or:","or:",,,,,
"733.jpeg","BUT",3,1,1,"BUT","BUT","BUT","BUT","BUT","BUT","BUT","BUT","BUT","BUT"
"7330.jpeg","with",3,1,1,"with","with","with","with","with","with","with","with","with",
"7331.jpeg","and",3,1,1,"and","and","and","ane]","and",,,,,
"7332.png","the",3,1,1,,,,,,,,,,
"7333.jpeg","Twi",3,1,1,"Tet","Tet","Tw","T202","Tet","Tt","Tw","Tw","Tw","Tae"
"7334.jpeg","not",3,1,1,"not",,"not",,"not",,,,,
"7335.png",23,3,1,1,,,,,,,,,,"CD"
"7336.png",":—",3,1,1,,,,,,,,,,
"7337.png","is",3,1,1,"1S","1S","1S",,"1S","1S","1S","1S","1S",
"7338.png","him",3,1,1,"alia?","aliaa","alae",,"him","alga","him","alga","him","him"
"7339.png","Cycle",3,1,1,,,,,,,,,,
"734.png","did",3,1,1,,,,"did",,,,,,"dig

a“"
"7340.png","the",3,1,1,"the","the","the","the","fhe","the","the","the","the",
"7341.png","The",3,1,1,,,,,,,,,,
"7342.jpeg","to.",3,1,1,"to.","to.","to.",,"TO.","to.","to.","to.","to.","TO."
"7343.jpeg","sundown",3,1,1,"sundown","sundown","sundown","suInNdOWwWN","suUNndaOWN","sundown","sundown","sundown","sundown","suUNdoOwN"
"7344.png","What",3,1,1,,,,,,,,,,"Win at"
"7345.png","and",3,1,1,,,,,,,,,,
"7346.png","Draw",3,1,1,,,,,"Draw",,,,,"Draw"
"7347.png","Explain",3,1,1,"#NAME?","#NAME?","#NAME?","#NAME?","#NAME?","#NAME?","#NAME?","#NAME?","#NAME?","#NAME?"
"7348.png","It",3,1,1,"it","it","at",,,"it","it","at","it","{t"
"7349.png","COURSE)",3,1,1,,,,,"COURSE)",,,,,"COURSE)"
"735.jpeg","names",3,1,1,"names","names","names","names","names","names","names","names","names","names"
"7350.png","in",3,1,1,,,"in","in",,,"in",,"in",11
"7351.jpeg","back",3,1,1,"back","back","back","back","back","hack","hack","hack","hack",
"7352.jpeg",107,3,1,1,107,107,107,107,107,107,107,107,107,
"7353.png","30/-",3,1,1,,,,,,,,,,
"7354.jpeg","from=",3,1,1,"from=","from=","from=",,"from=","from=","from=","from=","from=","from"
"7355.jpeg","Virgilthink",3,1,1,"Virgilthink","Virgilthink","Virgilthink","Virgilthink","Virgilthink","Virgilthink","Virgilthink","Virgilthink","Virgilthink",
"7356.jpeg","it",3,1,1,,,,,,,,,,
"7357.jpeg","and",3,1,1,"and","and","and","and","and","and","and","and","and","and"
"7358.png","fiscal",3,1,1,,,,,,,,,,"~

ND
74
yum"
"7359.jpeg","THEIR",3,1,1,"THEIR","THEIR","THEIR",,"THEIR","THEIR","THEIR","THEIR","THETR","THEIR"
"736.jpeg","its",3,1,1,"its","its","its","its","its","its","its","its","its","its"
"7360.png","(12",3,1,1,,,,,,,,,,"Oey

opus"
"7361.png","(i)",3,1,1,,,,,,,,,,
"7362.png","(a)",3,1,1,,,,,,,,,,
"7363.jpeg","HE",3,1,1,,,,,,,,,,
"7364.jpeg","and",3,1,1,"and","and","and","and","ana","ana","ana","ana","ana",
"7365.jpeg","[to",3,1,1,"[to","[to","[to","[to","[to","[to","[to","[to","[to",
"7366.jpeg","of",3,1,1,"of","of","of","of","of","of","of","of","of",
"7367.jpeg","more",3,1,1,"more","more","more","more","more","more","more","more","more",
"7368.jpeg","< many",3,1,1,"< many","< many","< many","< many","< many","< many","< many","< many","< many","< many"
"7369.jpeg","fled",3,1,1,,,,,,,,,,
"737.jpeg","the ",3,1,1,"the","the","the","the","the","the","the","the","the",
"7370.png","open",3,1,1,"Open","Open","Open",,"Open)","Open","Open","Open","Open","ODEN"
"7371.jpeg","your",3,1,1,"your","your","your","your","your","your","your","your","your","your"
"7372.png","Who",3,1,1,,,,,,,,,,
"7373.png","employment",3,1,1,"employment","employment","employment","employment","employment","employment","employment","employment","employment",
"7374.png","also",3,1,1,"also","also","also","also","also","also","also","also","also","also"
"7375.png",3000,3,1,1,,,,,,,,,,
"7376.png","common",3,1,1,,,,,,,,,,
"7377.jpeg","TRAVELS",3,1,1,"TRAVELS","TRAVELS","TRAVELS","TRAVEIS","TRAVELS","TRAVELS","TRAVELS","TRAVELS","TRAVELS","TRAN TEDTS"
"7378.png","(a)",3,1,1,,,,,,,,,,
"7379.png","Sampling.",3,1,1,"Sampling.","Sampling.","Sampling.","Sampling.","Sampling.","Sampling.","Sampling.","Sampling.","Sampling.","Sampling."
"738.jpeg","and",3,1,1,"and","and","and","and","and","and","and","and","and","and"
"7380.jpeg","Smith +",3,1,1,"Smith +","Smith +","Smith +","Smith +","Smith +","Smith +","Smith +","Smith +","Smith +","Smith +"
"7381.png","into",3,1,1,,,,,,,,,,"INTO"
"7382.jpeg","wonderful",3,1,1,"wonderful","wonderful","wonderfu|","wonderfy|","wonderfu|","wonderfu|","wonderfu|","wonderfu|","wonderfu|","woncderful"
"7383.jpeg","By",3,1,1,"By","By","By","By","By","By","By","By","By",
"7384.png","investor",3,1,1,,,,,,,,,,
"7385.jpeg","art",3,1,1,"art","art","crt","cirt","art","crt","crt","crt","crt",
"7386.jpeg","good",3,1,1,"good","good","good","good","good","good","good","good","good","(FC dC rl
—_"
"7387.jpeg","ITS",3,1,1,,,,,,,,,,
"7388.jpeg","Folks",3,1,1,"Folks","Folks","Folks","Folks","Folks","Folks","Folks","Folks","Folks","Folks"
"7389.jpeg","her",3,1,1,"her","her","her","her","her","her","her","her","her","her"
"739.jpeg","FASHION",3,1,1,,,,"FASHION",,,,,,
"7390.png","Explain",3,1,1,"Expiain","Explain","Expiain","Explain","Expiain","Explain","Explain","Explain","Explain","I xXDIaIN"
"7391.png",3,3,1,1,,,,,,,,,,"yf’
a cy"
"7392.jpeg","said",3,1,1,"sqid","said","said","said","said","elle!","sqid","elle!","sqid","said"
"7393.png","what",3,1,1,,,,,,,,,,
"7394.png","floor",3,1,1,"floor","floor","floor","floor","floor","floor","floor","floor","floor",
"7395.jpeg","number?",3,1,1,"number?","number?","number?","number?","number?","number?","number?","number?","number?",
"7396.jpeg","before",3,1,1,"before","before","before",,"before","before","before","before","before","before"
"7397.png","causes",3,1,1,,,,,,,,,,
"7398.jpeg","HER",3,1,1,,,,,,,,,,"ALP"
"7399.jpeg","The/",3,1,1,,,,,,,,,,"The/"
"74.png","is",3,1,1,"01S","01s","01s","01S","O1s","01s","01s","01s","01s","OjS"
"740.jpeg","almost",3,1,1,"almost","aimost","aimos?","aimost","aimost","cimost","cimost","cimost","cimost",
"7400.jpeg","IT",3,1,1,,,,,,,,,,
"7401.png","Marks",3,1,1,,,,,,,,,,
"7402.jpeg","RETURNED",3,1,1,"RETURNED","RETURNED","RETURNED","RETURNED","RETURNED","RETURNED","RETURNED","RETURNED","RETURNED","RETURNED"
"7403.jpeg","GLEEFULLY",3,1,1,,,,,,,,,,
